"content_id","video_session_id","user_id","event_type","event","event_timestamp","platform","app_version","country","audio_language","subtitle_language","player_version","session_start_epoch"
90000003,"plain-03","user-016","VideoHeartbeat","network-activity",1785693880000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000004,"open-02","user-024","VideoHeartbeat","BufferStart",1785693880000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000001,"open-04","user-038","VideoHeartbeat","Seek",1785693880000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"dupstart-01","user-024","VideoHeartbeat","network-activity",1785693880000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","BufferEnd",1785693880000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","network-activity",1785693880000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000002,"plain-07","user-019","VideoSessionStart","VideoSessionStart",1785693900000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","video-resize",1785693900000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"bgonly-01","user-032","VideoHeartbeat","Seek",1785693900000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"plain-07","user-019","VideoPlay","Play",1785693901500,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"gap-01","user-039","VideoPlay","Play",1785693901500,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000003,"plain-03","user-016","VideoHeartbeat","BufferEnd",1785693920000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000004,"open-02","user-024","VideoHeartbeat","network-activity",1785693920000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000001,"open-04","user-038","VideoHeartbeat","upshift",1785693920000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"dupstart-01","user-024","VideoHeartbeat","buffer-health",1785693920000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","upshift",1785693920000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","BufferEnd",1785693920000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000002,"plain-07","user-019","VideoHeartbeat","buffer-health",1785693940000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","network-activity",1785693940000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","Seek",1785693940000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000003,"plain-03","user-016","VideoHeartbeat","BufferStart",1785693960000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000004,"open-02","user-024","VideoHeartbeat","upshift",1785693960000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoSessionStart","VideoSessionStart",1785693960000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","video-resize",1785693960000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","buffer-health",1785693960000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","upshift",1785693960000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-06","user-004","VideoPlay","Play",1785693961500,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000003,"bgonly-02","user-011","VideoPlay","Play",1785693961500,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000002,"plain-07","user-019","VideoHeartbeat","BufferStart",1785693980000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","Seek",1785693980000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"bgonly-01","user-032","VideoHeartbeat","BufferEnd",1785693980000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","buffer-health",1785693980000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000003,"plain-03","user-016","VideoHeartbeat","BufferStart",1785694000000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000001,"plain-06","user-004","VideoHeartbeat","Seek",1785694000000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","network-activity",1785694000000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000001,"open-04","user-038","VideoHeartbeat","buffer-health",1785694000000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","buffer-health",1785694000000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","buffer-health",1785694000000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","buffer-health",1785694000000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","network-activity",1785694000000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoSessionStart","VideoSessionStart",1785694020000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-07","user-019","VideoHeartbeat","video-resize",1785694020000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","Seek",1785694020000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"bgonly-01","user-032","VideoHeartbeat","upshift",1785694020000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","upshift",1785694020000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000001,"plain-01","user-036","VideoPlay","Play",1785694021500,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000003,"plain-03","user-016","VideoHeartbeat","buffer-health",1785694040000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000001,"plain-06","user-004","VideoHeartbeat","buffer-health",1785694040000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","Seek",1785694040000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000001,"open-04","user-038","VideoHeartbeat","buffer-health",1785694040000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","Seek",1785694040000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","network-activity",1785694040000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","buffer-health",1785694040000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","buffer-health",1785694040000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","buffer-health",1785694060000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-07","user-019","VideoHeartbeat","BufferStart",1785694060000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","video-resize",1785694060000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"bgonly-01","user-032","VideoHeartbeat","video-resize",1785694060000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","BufferStart",1785694060000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000004,"pause-02","user-033","VideoHeartbeat","pause",1785694060000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000003,"plain-03","user-016","VideoHeartbeat","Seek",1785694080000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoSessionStart","VideoSessionStart",1785694080000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000004,"open-02","user-024","VideoHeartbeat","network-activity",1785694080000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoSessionStart","VideoSessionStart",1785694080000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","buffer-health",1785694080000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","buffer-health",1785694080000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","video-resize",1785694080000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000002,"gap-02","user-015","VideoHeartbeat","Seek",1785694080000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoPlay","Play",1785694081500,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000001,"plain-01","user-036","VideoHeartbeat","buffer-health",1785694100000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-07","user-019","VideoHeartbeat","BufferStart",1785694100000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","BufferEnd",1785694100000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000002,"bgonly-01","user-032","AppBackgrounded","AppBackgrounded",1785694100000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","Seek",1785694100000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000003,"plain-03","user-016","VideoHeartbeat","Seek",1785694120000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoHeartbeat","BufferStart",1785694120000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000004,"open-02","user-024","VideoHeartbeat","BufferEnd",1785694120000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","BufferStart",1785694120000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000003,"bgonly-02","user-011","VideoHeartbeat","buffer-health",1785694120000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","BufferEnd",1785694120000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","resume",1785694120000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","BufferStart",1785694140000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-02","user-013","VideoSessionStart","VideoSessionStart",1785694140000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoSessionStart","VideoSessionStart",1785694140000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","BufferEnd",1785694140000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","video-resize",1785694140000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"open-01","user-034","VideoSessionStart","VideoSessionStart",1785694140000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000002,"bgonly-01","user-032","VideoHeartbeat","upshift",1785694140000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"gap-01","user-039","VideoHeartbeat","BufferEnd",1785694140000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693900000
90000002,"plain-02","user-013","VideoPlay","Play",1785694141500,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoPlay","Play",1785694141500,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000003,"open-01","user-034","VideoPlay","Play",1785694141500,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000005,"plain-05","user-019","VideoHeartbeat","upshift",1785694160000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000001,"plain-06","user-004","VideoHeartbeat","BufferEnd",1785694160000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","video-resize",1785694160000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","Seek",1785694160000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","buffer-health",1785694160000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","BufferEnd",1785694160000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","BufferStart",1785694160000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","BufferStart",1785694160000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","upshift",1785694180000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-02","user-013","VideoHeartbeat","network-activity",1785694180000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoHeartbeat","BufferStart",1785694180000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","upshift",1785694180000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","BufferStart",1785694180000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"open-01","user-034","VideoHeartbeat","Seek",1785694180000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000002,"bgonly-01","user-032","VideoHeartbeat","buffer-health",1785694180000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"plain-03","user-016","VideoHeartbeat","video-resize",1785694200000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000001,"plain-06","user-004","VideoHeartbeat","BufferEnd",1785694200000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","upshift",1785694200000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","buffer-health",1785694200000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","video-resize",1785694200000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","Seek",1785694200000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","Seek",1785694200000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","upshift",1785694200000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","Seek",1785694220000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-02","user-013","VideoHeartbeat","buffer-health",1785694220000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoHeartbeat","Seek",1785694220000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","network-activity",1785694220000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000003,"open-01","user-034","VideoHeartbeat","network-activity",1785694220000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000002,"bgonly-01","user-032","VideoHeartbeat","video-resize",1785694220000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"plain-03","user-016","VideoHeartbeat","buffer-health",1785694240000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoHeartbeat","Seek",1785694240000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000001,"plain-06","user-004","VideoHeartbeat","Seek",1785694240000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","BufferStart",1785694240000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","Seek",1785694240000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","network-activity",1785694240000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","upshift",1785694240000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","buffer-health",1785694240000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","upshift",1785694240000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","BufferEnd",1785694260000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-02","user-013","VideoHeartbeat","Seek",1785694260000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoHeartbeat","buffer-health",1785694260000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","video-resize",1785694260000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000001,"plain-11","user-034","VideoHeartbeat","buffer-health",1785694260000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"open-01","user-034","VideoHeartbeat","Seek",1785694260000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000002,"bgonly-01","user-032","VideoHeartbeat","buffer-health",1785694260000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000001,"plain-11","user-034","VideoSessionEnd","VideoSessionEnd",1785694265000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"plain-03","user-016","VideoHeartbeat","Seek",1785694280000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoHeartbeat","network-activity",1785694280000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000001,"plain-06","user-004","VideoHeartbeat","network-activity",1785694280000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"open-02","user-024","VideoHeartbeat","Seek",1785694280000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","Seek",1785694280000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","video-resize",1785694280000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","AppBackgrounded","AppBackgrounded",1785694280000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","buffer-health",1785694280000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000004,"pause-02","user-033","VideoHeartbeat","video-resize",1785694280000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000002,"plain-02","user-013","VideoHeartbeat","BufferEnd",1785694300000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoHeartbeat","BufferEnd",1785694300000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","video-resize",1785694300000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
90000003,"open-01","user-034","VideoHeartbeat","BufferStart",1785694300000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694140000
90000002,"bgonly-01","user-032","VideoHeartbeat","buffer-health",1785694300000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785693780000
90000003,"plain-03","user-016","VideoHeartbeat","video-resize",1785694320000,"SONY_ANDROID_TV","4.1.0","india","tam","eng","2.0.1",1785693840000
90000005,"plain-05","user-019","VideoHeartbeat","BufferEnd",1785694320000,"FIRE_TV","4.1.0","unknown","eng","unk","2.0.1",1785694080000
90000001,"plain-06","user-004","VideoHeartbeat","BufferEnd",1785694320000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000005,"plain-10","user-006","VideoSessionStart","VideoSessionStart",1785694320000,"Mweb","4.1.0","unknown","hin","OFF","2.0.1",1785694320000
90000004,"open-02","user-024","VideoHeartbeat","BufferEnd",1785694320000,"IPHONE","4.1.0","singapore","eng","unk","2.0.1",1785693840000
90000005,"open-03","user-015","VideoHeartbeat","BufferStart",1785694320000,"SONY_ANDROID_TV","4.1.0","unknown","tam","eng","2.0.1",1785694080000
90000001,"open-04","user-038","VideoHeartbeat","network-activity",1785694320000,"Mweb","4.1.0","india","hin","OFF","2.0.1",1785693840000
90000003,"bgonly-02","user-011","VideoHeartbeat","BufferStart",1785694320000,"VISION_PRO","4.1.0","india","tam","eng","2.0.1",1785693960000
90000004,"dupstart-01","user-024","VideoHeartbeat","video-resize",1785694320000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000003,"pause-01","user-017","VideoSessionStart","VideoSessionStart",1785694320000,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785694320000
90000004,"pause-02","user-033","VideoHeartbeat","video-resize",1785694320000,"VISION_PRO","4.1.0","singapore","tam","eng","2.0.1",1785693840000
90000005,"error-01","user-021","VideoSessionStart","VideoSessionStart",1785694320000,"ANDROID_PHONE","4.1.0","unknown","hin","OFF","2.0.1",1785694320000
90000005,"plain-10","user-006","VideoPlay","Play",1785694321500,"Mweb","4.1.0","unknown","hin","OFF","2.0.1",1785694320000
90000003,"pause-01","user-017","VideoPlay","Play",1785694321500,"FIRE_TV","4.1.0","india","eng","unk","2.0.1",1785694320000
90000005,"error-01","user-021","VideoPlay","Play",1785694321500,"ANDROID_PHONE","4.1.0","unknown","hin","OFF","2.0.1",1785694320000
90000004,"dupstart-01","user-024","VideoSessionEnd","VideoSessionEnd",1785694324000,"ANDROID_PHONE","4.1.0","singapore","hin","OFF","2.0.1",1785693840000
90000001,"plain-01","user-036","VideoHeartbeat","BufferStart",1785694340000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785694020000
90000002,"plain-02","user-013","VideoHeartbeat","network-activity",1785694340000,"IPHONE","4.1.0","india","eng","unk","2.0.1",1785694140000
90000004,"plain-04","user-028","VideoHeartbeat","BufferStart",1785694340000,"Mweb","4.1.0","singapore","hin","OFF","2.0.1",1785694140000
90000002,"plain-07","user-019","VideoHeartbeat","BufferEnd",1785694340000,"ANDROID_PHONE","4.1.0","india","hin","OFF","2.0.1",1785693900000
